method,split,seed,mean_success,ci95_success,mean_force_violation,ci95_force_violation,mean_damage,ci95_damage,mean_latent_accuracy,ci95_latent_accuracy,mean_false_memory_alarm,ci95_false_memory_alarm,mean_energy,ci95_energy,mean_cost,ci95_cost,groups
robust_force_threshold_mpc,embodiment_shift,3,0.4697,0.0198,0.1721,0.0130,0.1231,0.0154,0.3605,0.0150,0.2514,0.0162,0.4237,0.0025,0.6641,0.0169,35
robust_force_threshold_mpc,embodiment_shift,4,0.4850,0.0179,0.1745,0.0145,0.1299,0.0131,0.3480,0.0220,0.2554,0.0146,0.4239,0.0019,0.6721,0.0143,35
robust_force_threshold_mpc,embodiment_shift,5,0.4636,0.0189,0.1796,0.0145,0.1228,0.0136,0.3582,0.0188,0.2395,0.0161,0.4226,0.0027,0.6669,0.0165,35
robust_force_threshold_mpc,embodiment_shift,6,0.4711,0.0207,0.1595,0.0137,0.1194,0.0124,0.3520,0.0169,0.2554,0.0192,0.4261,0.0017,0.6561,0.0143,35
robust_force_threshold_mpc,hidden_force_shift,0,0.4616,0.0195,0.1935,0.0144,0.1527,0.0136,0.3218,0.0147,0.2833,0.0142,0.4579,0.0021,0.7383,0.0155,35
robust_force_threshold_mpc,hidden_force_shift,1,0.4752,0.0153,0.2099,0.0186,0.1347,0.0137,0.3279,0.0183,0.2793,0.0173,0.4580,0.0022,0.7302,0.0191,35
robust_force_threshold_mpc,hidden_force_shift,2,0.4565,0.0172,0.1963,0.0163,0.1476,0.0122,0.3252,0.0142,0.2772,0.0145,0.4580,0.0024,0.7350,0.0165,35
robust_force_threshold_mpc,hidden_force_shift,3,0.4782,0.0157,0.1935,0.0155,0.1500,0.0136,0.3272,0.0154,0.2755,0.0198,0.4576,0.0024,0.7354,0.0148,35
robust_force_threshold_mpc,hidden_force_shift,4,0.4636,0.0223,0.1966,0.0143,0.1476,0.0127,0.3218,0.0193,0.2854,0.0174,0.4586,0.0026,0.7358,0.0155,35
robust_force_threshold_mpc,hidden_force_shift,5,0.4861,0.0209,0.1959,0.0170,0.1330,0.0149,0.3347,0.0161,0.2837,0.0191,0.4568,0.0023,0.7197,0.0186,35
robust_force_threshold_mpc,hidden_force_shift,6,0.5010,0.0162,0.1932,0.0127,0.1293,0.0155,0.3265,0.0199,0.2660,0.0143,0.4567,0.0022,0.7146,0.0159,35
robust_force_threshold_mpc,nominal,0,0.5741,0.0189,0.1112,0.0101,0.0844,0.0110,0.3769,0.0163,0.2303,0.0193,0.3231,0.0021,0.4932,0.0121,35
robust_force_threshold_mpc,nominal,1,0.5922,0.0163,0.1211,0.0130,0.0874,0.0103,0.3697,0.0149,0.2238,0.0163,0.3219,0.0022,0.5004,0.0122,35
robust_force_threshold_mpc,nominal,2,0.5592,0.0178,0.1177,0.0103,0.0932,0.0104,0.3772,0.0176,0.2286,0.0140,0.3229,0.0022,0.5050,0.0116,35
robust_force_threshold_mpc,nominal,3,0.5612,0.0204,0.1221,0.0147,0.0973,0.0085,0.3497,0.0184,0.2395,0.0160,0.3232,0.0019,0.5116,0.0105,35
robust_force_threshold_mpc,nominal,4,0.5813,0.0206,0.1316,0.0132,0.0939,0.0104,0.3714,0.0167,0.2452,0.0147,0.3223,0.0022,0.5126,0.0130,35
robust_force_threshold_mpc,nominal,5,0.5721,0.0196,0.1163,0.0121,0.0997,0.0105,0.3493,0.0161,0.2194,0.0156,0.3212,0.0027,0.5086,0.0127,35
robust_force_threshold_mpc,nominal,6,0.5748,0.0142,0.1061,0.0117,0.0861,0.0130,0.3473,0.0169,0.2303,0.0169,0.3224,0.0018,0.4913,0.0160,35
